Recall@1,Precision@1,Recall@5,Precision@5,Experiment
22.22222238779068,22.22222238779068,66.66666865348816,13.333334028720856,Scratch Model (Baseline)
0.0,0.0,44.44444477558136,8.888889104127884,Pretrained Model (Rectified)
